z_round,dcm_mpc,dcm_transverse_mpc
0.494,1868.9542829,1868.9542829
0.4941,1869.28270659,1869.28270659
0.4942,1869.61111088,1869.61111088
0.4943,1869.93949577,1869.93949577
0.4944,1870.26786127,1870.26786127
0.4945,1870.59620736,1870.59620736
0.4946,1870.92453406,1870.92453406
0.4947,1871.25284137,1871.25284137
0.4948,1871.58112928,1871.58112928
0.4949,1871.90939779,1871.90939779
0.495,1872.23764692,1872.23764692
0.4951,1872.56587665,1872.56587665
0.4952,1872.89408699,1872.89408699
0.4953,1873.22227794,1873.22227794
0.4954,1873.5504495,1873.5504495
0.4955,1873.87860167,1873.87860167
0.4956,1874.20673445,1874.20673445
0.4957,1874.53484785,1874.53484785
0.4958,1874.86294186,1874.86294186
0.4959,1875.19101649,1875.19101649
0.496,1875.51907173,1875.51907173
0.4961,1875.84710759,1875.84710759
0.4962,1876.17512407,1876.17512407
0.4963,1876.50312116,1876.50312116
0.4964,1876.83109887,1876.83109887
0.4965,1877.1590572,1877.1590572
0.4966,1877.48699616,1877.48699616
0.4967,1877.81491573,1877.81491573
0.4968,1878.14281593,1878.14281593
0.4969,1878.47069675,1878.47069675
0.497,1878.79855819,1878.79855819
0.4971,1879.12640026,1879.12640026
0.4972,1879.45422296,1879.45422296
0.4973,1879.78202628,1879.78202628
0.4974,1880.10981023,1880.10981023
0.4975,1880.43757481,1880.43757481
0.4976,1880.76532001,1880.76532001
0.4977,1881.09304585,1881.09304585
0.4978,1881.42075232,1881.42075232
0.4979,1881.74843942,1881.74843942
0.498,1882.07610715,1882.07610715
0.4981,1882.40375552,1882.40375552
0.4982,1882.73138452,1882.73138452
0.4983,1883.05899415,1883.05899415
0.4984,1883.38658442,1883.38658442
0.4985,1883.71415533,1883.71415533
0.4986,1884.04170687,1884.04170687
0.4987,1884.36923906,1884.36923906
0.4988,1884.69675188,1884.69675188
0.4989,1885.02424534,1885.02424534
0.499,1885.35171945,1885.35171945
0.4991,1885.67917419,1885.67917419
0.4992,1886.00660958,1886.00660958
0.4993,1886.33402561,1886.33402561
0.4994,1886.66142229,1886.66142229
0.4995,1886.98879961,1886.98879961
0.4996,1887.31615758,1887.31615758
0.4997,1887.6434962,1887.6434962
0.4998,1887.97081546,1887.97081546
0.4999,1888.29811537,1888.29811537
0.5,1888.62539593,1888.62539593
0.5001,1888.95265715,1888.95265715
0.5002,1889.27989901,1889.27989901
0.5003,1889.60712152,1889.60712152
0.5004,1889.93432469,1889.93432469
0.5005,1890.26150851,1890.26150851
0.5006,1890.58867299,1890.58867299
0.5007,1890.91581812,1890.91581812
0.5008,1891.24294391,1891.24294391
0.5009,1891.57005036,1891.57005036
0.501,1891.89713746,1891.89713746
0.5011,1892.22420522,1892.22420522
0.5012,1892.55125365,1892.55125365
0.5013,1892.87828273,1892.87828273
0.5014,1893.20529247,1893.20529247
0.5015,1893.53228288,1893.53228288
0.5016,1893.85925395,1893.85925395
0.5017,1894.18620569,1894.18620569
0.5018,1894.51313808,1894.51313808
0.5019,1894.84005115,1894.84005115
0.502,1895.16694488,1895.16694488
0.5021,1895.49381928,1895.49381928
0.5022,1895.82067435,1895.82067435
0.5023,1896.14751009,1896.14751009
0.5024,1896.47432649,1896.47432649
0.5025,1896.80112357,1896.80112357
0.5026,1897.12790132,1897.12790132
0.5027,1897.45465974,1897.45465974
0.5028,1897.78139884,1897.78139884
0.5029,1898.10811861,1898.10811861
0.503,1898.43481905,1898.43481905
0.5031,1898.76150017,1898.76150017
0.5032,1899.08816197,1899.08816197
0.5033,1899.41480445,1899.41480445
0.5034,1899.7414276,1899.7414276
0.5035,1900.06803144,1900.06803144
0.5036,1900.39461595,1900.39461595
0.5037,1900.72118114,1900.72118114
0.5038,1901.04772702,1901.04772702
0.5039,1901.37425358,1901.37425358
0.504,1901.70076083,1901.70076083
0.5041,1902.02724876,1902.02724876
0.5042,1902.35371737,1902.35371737
0.5043,1902.68016667,1902.68016667
0.5044,1903.00659666,1903.00659666
0.5045,1903.33300734,1903.33300734
0.5046,1903.6593987,1903.6593987
0.5047,1903.98577076,1903.98577076
0.5048,1904.3121235,1904.3121235
0.5049,1904.63845694,1904.63845694
0.505,1904.96477107,1904.96477107
0.5051,1905.29106589,1905.29106589
0.5052,1905.61734141,1905.61734141
0.5053,1905.94359762,1905.94359762
0.5054,1906.26983453,1906.26983453
0.5055,1906.59605213,1906.59605213
0.5056,1906.92225043,1906.92225043
0.5057,1907.24842943,1907.24842943
0.5058,1907.57458913,1907.57458913
0.5059,1907.90072953,1907.90072953
0.506,1908.22685063,1908.22685063
0.5061,1908.55295243,1908.55295243
0.5062,1908.87903494,1908.87903494
0.5063,1909.20509815,1909.20509815
0.5064,1909.53114206,1909.53114206
0.5065,1909.85716668,1909.85716668
0.5066,1910.183172,1910.183172
0.5067,1910.50915804,1910.50915804
0.5068,1910.83512478,1910.83512478
0.5069,1911.16107222,1911.16107222
0.507,1911.48700038,1911.48700038
0.5071,1911.81290925,1911.81290925
0.5072,1912.13879883,1912.13879883
0.5073,1912.46466912,1912.46466912
0.5074,1912.79052013,1912.79052013
0.5075,1913.11635185,1913.11635185
0.5076,1913.44216428,1913.44216428
0.5077,1913.76795743,1913.76795743
0.5078,1914.0937313,1914.0937313
0.5079,1914.41948588,1914.41948588
0.508,1914.74522119,1914.74522119
0.5081,1915.07093721,1915.07093721
0.5082,1915.39663395,1915.39663395
0.5083,1915.72231141,1915.72231141
0.5084,1916.04796959,1916.04796959
0.5085,1916.3736085,1916.3736085
0.5086,1916.69922813,1916.69922813
0.5087,1917.02482849,1917.02482849
0.5088,1917.35040957,1917.35040957
0.5089,1917.67597137,1917.67597137
0.509,1918.0015139,1918.0015139
0.5091,1918.32703717,1918.32703717
0.5092,1918.65254115,1918.65254115
0.5093,1918.97802587,1918.97802587
0.5094,1919.30349132,1919.30349132
0.5095,1919.6289375,1919.6289375
0.5096,1919.95436442,1919.95436442
0.5097,1920.27977206,1920.27977206
0.5098,1920.60516044,1920.60516044
0.5099,1920.93052956,1920.93052956
0.51,1921.25587941,1921.25587941
0.5101,1921.58121,1921.58121
0.5102,1921.90652132,1921.90652132
0.5103,1922.23181338,1922.23181338
0.5104,1922.55708618,1922.55708618
0.5105,1922.88233973,1922.88233973
0.5106,1923.20757401,1923.20757401
0.5107,1923.53278903,1923.53278903
0.5108,1923.8579848,1923.8579848
0.5109,1924.18316131,1924.18316131
0.511,1924.50831857,1924.50831857
0.5111,1924.83345657,1924.83345657
0.5112,1925.15857531,1925.15857531
0.5113,1925.48367481,1925.48367481
0.5114,1925.80875505,1925.80875505
0.5115,1926.13381604,1926.13381604
0.5116,1926.45885778,1926.45885778
0.5117,1926.78388027,1926.78388027
0.5118,1927.10888351,1927.10888351
0.5119,1927.4338675,1927.4338675
0.512,1927.75883225,1927.75883225
0.5121,1928.08377775,1928.08377775
0.5122,1928.40870401,1928.40870401
0.5123,1928.73361102,1928.73361102
0.5124,1929.05849878,1929.05849878
0.5125,1929.38336731,1929.38336731
0.5126,1929.70821659,1929.70821659
0.5127,1930.03304664,1930.03304664
0.5128,1930.35785744,1930.35785744
0.5129,1930.682649,1930.682649
0.513,1931.00742133,1931.00742133
0.5131,1931.33217442,1931.33217442
0.5132,1931.65690827,1931.65690827
0.5133,1931.98162289,1931.98162289
0.5134,1932.30631827,1932.30631827
0.5135,1932.63099442,1932.63099442
0.5136,1932.95565133,1932.95565133
0.5137,1933.28028902,1933.28028902
0.5138,1933.60490747,1933.60490747
0.5139,1933.92950669,1933.92950669
0.514,1934.25408668,1934.25408668
0.5141,1934.57864745,1934.57864745
0.5142,1934.90318898,1934.90318898
0.5143,1935.22771129,1935.22771129
0.5144,1935.55221438,1935.55221438
0.5145,1935.87669824,1935.87669824
0.5146,1936.20116287,1936.20116287
0.5147,1936.52560828,1936.52560828
0.5148,1936.85003447,1936.85003447
0.5149,1937.17444144,1937.17444144
0.515,1937.49882919,1937.49882919
0.5151,1937.82319771,1937.82319771
0.5152,1938.14754702,1938.14754702
0.5153,1938.47187711,1938.47187711
0.5154,1938.79618799,1938.79618799
0.5155,1939.12047964,1939.12047964
0.5156,1939.44475209,1939.44475209
0.5157,1939.76900531,1939.76900531
0.5158,1940.09323933,1940.09323933
0.5159,1940.41745413,1940.41745413
0.516,1940.74164972,1940.74164972
0.5161,1941.0658261,1941.0658261
0.5162,1941.38998326,1941.38998326
0.5163,1941.71412122,1941.71412122
0.5164,1942.03823997,1942.03823997
0.5165,1942.36233952,1942.36233952
0.5166,1942.68641986,1942.68641986
0.5167,1943.01048099,1943.01048099
0.5168,1943.33452291,1943.33452291
0.5169,1943.65854564,1943.65854564
0.517,1943.98254916,1943.98254916
0.5171,1944.30653347,1944.30653347
0.5172,1944.63049859,1944.63049859
0.5173,1944.95444451,1944.95444451
0.5174,1945.27837122,1945.27837122
0.5175,1945.60227874,1945.60227874
0.5176,1945.92616706,1945.92616706
0.5177,1946.25003619,1946.25003619
0.5178,1946.57388611,1946.57388611
0.5179,1946.89771685,1946.89771685
0.518,1947.22152838,1947.22152838
0.5181,1947.54532073,1947.54532073
0.5182,1947.86909388,1947.86909388
0.5183,1948.19284784,1948.19284784
0.5184,1948.51658261,1948.51658261
0.5185,1948.84029819,1948.84029819
0.5186,1949.16399459,1949.16399459
0.5187,1949.48767179,1949.48767179
0.5188,1949.81132981,1949.81132981
0.5189,1950.13496864,1950.13496864
0.519,1950.45858828,1950.45858828
0.5191,1950.78218875,1950.78218875
0.5192,1951.10577002,1951.10577002
0.5193,1951.42933212,1951.42933212
0.5194,1951.75287503,1951.75287503
0.5195,1952.07639876,1952.07639876
0.5196,1952.39990332,1952.39990332
0.5197,1952.72338869,1952.72338869
0.5198,1953.04685488,1953.04685488
0.5199,1953.3703019,1953.3703019
0.52,1953.69372974,1953.69372974
0.5201,1954.01713841,1954.01713841
0.5202,1954.3405279,1954.3405279
0.5203,1954.66389822,1954.66389822
0.5204,1954.98724936,1954.98724936
0.5205,1955.31058133,1955.31058133
0.5206,1955.63389413,1955.63389413
0.5207,1955.95718776,1955.95718776
0.5208,1956.28046223,1956.28046223
0.5209,1956.60371752,1956.60371752
0.521,1956.92695365,1956.92695365
0.5211,1957.2501706,1957.2501706
0.5212,1957.5733684,1957.5733684
0.5213,1957.89654703,1957.89654703
0.5214,1958.21970649,1958.21970649
0.5215,1958.54284679,1958.54284679
0.5216,1958.86596793,1958.86596793
0.5217,1959.18906991,1959.18906991
0.5218,1959.51215272,1959.51215272
0.5219,1959.83521638,1959.83521638
0.522,1960.15826088,1960.15826088
0.5221,1960.48128622,1960.48128622
0.5222,1960.80429241,1960.80429241
0.5223,1961.12727943,1961.12727943
0.5224,1961.45024731,1961.45024731
0.5225,1961.77319603,1961.77319603
0.5226,1962.09612559,1962.09612559
0.5227,1962.41903601,1962.41903601
0.5228,1962.74192727,1962.74192727
0.5229,1963.06479938,1963.06479938
0.523,1963.38765234,1963.38765234
0.5231,1963.71048615,1963.71048615
0.5232,1964.03330082,1964.03330082
0.5233,1964.35609633,1964.35609633
0.5234,1964.67887271,1964.67887271
0.5235,1965.00162993,1965.00162993
0.5236,1965.32436801,1965.32436801
0.5237,1965.64708695,1965.64708695
0.5238,1965.96978675,1965.96978675
0.5239,1966.2924674,1966.2924674
0.524,1966.61512891,1966.61512891
0.5241,1966.93777129,1966.93777129
0.5242,1967.26039452,1967.26039452
0.5243,1967.58299862,1967.58299862
0.5244,1967.90558358,1967.90558358
0.5245,1968.2281494,1968.2281494
0.5246,1968.55069609,1968.55069609
0.5247,1968.87322364,1968.87322364
0.5248,1969.19573206,1969.19573206
0.5249,1969.51822134,1969.51822134
0.525,1969.8406915,1969.8406915
0.5251,1970.16314252,1970.16314252
0.5252,1970.48557441,1970.48557441
0.5253,1970.80798718,1970.80798718
0.5254,1971.13038081,1971.13038081
0.5255,1971.45275532,1971.45275532
0.5256,1971.7751107,1971.7751107
0.5257,1972.09744696,1972.09744696
0.5258,1972.41976409,1972.41976409
0.5259,1972.7420621,1972.7420621
0.526,1973.06434099,1973.06434099
0.5261,1973.38660075,1973.38660075
0.5262,1973.70884139,1973.70884139
0.5263,1974.03106291,1974.03106291
0.5264,1974.35326531,1974.35326531
0.5265,1974.6754486,1974.6754486
0.5266,1974.99761276,1974.99761276
0.5267,1975.31975781,1975.31975781
0.5268,1975.64188375,1975.64188375
0.5269,1975.96399057,1975.96399057
0.527,1976.28607827,1976.28607827
0.5271,1976.60814687,1976.60814687
0.5272,1976.93019635,1976.93019635
0.5273,1977.25222671,1977.25222671
0.5274,1977.57423797,1977.57423797
0.5275,1977.89623012,1977.89623012
0.5276,1978.21820316,1978.21820316
0.5277,1978.5401571,1978.5401571
0.5278,1978.86209192,1978.86209192
0.5279,1979.18400764,1979.18400764
0.528,1979.50590426,1979.50590426
0.5281,1979.82778177,1979.82778177
0.5282,1980.14964018,1980.14964018
0.5283,1980.47147949,1980.47147949
0.5284,1980.79329969,1980.79329969
0.5285,1981.1151008,1981.1151008
0.5286,1981.4368828,1981.4368828
0.5287,1981.75864571,1981.75864571
0.5288,1982.08038952,1982.08038952
0.5289,1982.40211423,1982.40211423
0.529,1982.72381985,1982.72381985
0.5291,1983.04550637,1983.04550637
0.5292,1983.3671738,1983.3671738
0.5293,1983.68882213,1983.68882213
0.5294,1984.01045137,1984.01045137
0.5295,1984.33206152,1984.33206152
0.5296,1984.65365258,1984.65365258
0.5297,1984.97522455,1984.97522455
0.5298,1985.29677743,1985.29677743
0.5299,1985.61831123,1985.61831123
0.53,1985.93982594,1985.93982594
0.5301,1986.26132156,1986.26132156
0.5302,1986.58279809,1986.58279809
0.5303,1986.90425554,1986.90425554
0.5304,1987.22569391,1987.22569391
0.5305,1987.5471132,1987.5471132
0.5306,1987.8685134,1987.8685134
0.5307,1988.18989453,1988.18989453
0.5308,1988.51125657,1988.51125657
0.5309,1988.83259954,1988.83259954
0.531,1989.15392343,1989.15392343
0.5311,1989.47522824,1989.47522824
0.5312,1989.79651397,1989.79651397
0.5313,1990.11778063,1990.11778063
0.5314,1990.43902822,1990.43902822
0.5315,1990.76025673,1990.76025673
0.5316,1991.08146617,1991.08146617
0.5317,1991.40265654,1991.40265654
0.5318,1991.72382784,1991.72382784
0.5319,1992.04498007,1992.04498007
0.532,1992.36611323,1992.36611323
0.5321,1992.68722732,1992.68722732
0.5322,1993.00832235,1993.00832235
0.5323,1993.32939831,1993.32939831
0.5324,1993.6504552,1993.6504552
0.5325,1993.97149303,1993.97149303
0.5326,1994.2925118,1994.2925118
0.5327,1994.6135115,1994.6135115
0.5328,1994.93449214,1994.93449214
0.5329,1995.25545373,1995.25545373
0.533,1995.57639625,1995.57639625
0.5331,1995.89731971,1995.89731971
0.5332,1996.21822412,1996.21822412
0.5333,1996.53910947,1996.53910947
0.5334,1996.85997576,1996.85997576
0.5335,1997.180823,1997.180823
0.5336,1997.50165118,1997.50165118
0.5337,1997.82246031,1997.82246031
0.5338,1998.14325039,1998.14325039
0.5339,1998.46402141,1998.46402141
0.534,1998.78477339,1998.78477339
0.5341,1999.10550632,1999.10550632
0.5342,1999.42622019,1999.42622019
0.5343,1999.74691502,1999.74691502
0.5344,2000.06759081,2000.06759081
0.5345,2000.38824754,2000.38824754
0.5346,2000.70888523,2000.70888523
0.5347,2001.02950388,2001.02950388
0.5348,2001.35010349,2001.35010349
0.5349,2001.67068405,2001.67068405
0.535,2001.99124557,2001.99124557
0.5351,2002.31178805,2002.31178805
0.5352,2002.63231149,2002.63231149
0.5353,2002.95281589,2002.95281589
0.5354,2003.27330125,2003.27330125
0.5355,2003.59376758,2003.59376758
0.5356,2003.91421487,2003.91421487
0.5357,2004.23464312,2004.23464312
0.5358,2004.55505235,2004.55505235
0.5359,2004.87544253,2004.87544253
0.536,2005.19581369,2005.19581369
0.5361,2005.51616581,2005.51616581
0.5362,2005.83649891,2005.83649891
0.5363,2006.15681297,2006.15681297
0.5364,2006.47710801,2006.47710801
0.5365,2006.79738402,2006.79738402
0.5366,2007.117641,2007.117641
0.5367,2007.43787895,2007.43787895
0.5368,2007.75809788,2007.75809788
0.5369,2008.07829779,2008.07829779
0.537,2008.39847867,2008.39847867
0.5371,2008.71864053,2008.71864053
0.5372,2009.03878337,2009.03878337
0.5373,2009.35890719,2009.35890719
0.5374,2009.67901199,2009.67901199
0.5375,2009.99909777,2009.99909777
0.5376,2010.31916453,2010.31916453
0.5377,2010.63921228,2010.63921228
0.5378,2010.95924101,2010.95924101
0.5379,2011.27925072,2011.27925072
0.538,2011.59924142,2011.59924142
0.5381,2011.91921311,2011.91921311
0.5382,2012.23916579,2012.23916579
0.5383,2012.55909945,2012.55909945
0.5384,2012.87901411,2012.87901411
0.5385,2013.19890975,2013.19890975
0.5386,2013.51878639,2013.51878639
0.5387,2013.83864402,2013.83864402
0.5388,2014.15848264,2014.15848264
0.5389,2014.47830225,2014.47830225
0.539,2014.79810287,2014.79810287
0.5391,2015.11788447,2015.11788447
0.5392,2015.43764708,2015.43764708
0.5393,2015.75739068,2015.75739068
0.5394,2016.07711528,2016.07711528
0.5395,2016.39682088,2016.39682088
0.5396,2016.71650748,2016.71650748
0.5397,2017.03617509,2017.03617509
0.5398,2017.35582369,2017.35582369
0.5399,2017.6754533,2017.6754533
0.54,2017.99506391,2017.99506391
0.5401,2018.31465553,2018.31465553
0.5402,2018.63422816,2018.63422816
0.5403,2018.95378179,2018.95378179
0.5404,2019.27331643,2019.27331643
0.5405,2019.59283208,2019.59283208
0.5406,2019.91232874,2019.91232874
0.5407,2020.23180641,2020.23180641
0.5408,2020.55126509,2020.55126509
0.5409,2020.87070478,2020.87070478
0.541,2021.19012549,2021.19012549
0.5411,2021.50952721,2021.50952721
0.5412,2021.82890995,2021.82890995
0.5413,2022.1482737,2022.1482737
0.5414,2022.46761847,2022.46761847
0.5415,2022.78694426,2022.78694426
0.5416,2023.10625107,2023.10625107
0.5417,2023.4255389,2023.4255389
0.5418,2023.74480774,2023.74480774
0.5419,2024.06405762,2024.06405762
0.542,2024.38328851,2024.38328851
0.5421,2024.70250043,2024.70250043
0.5422,2025.02169337,2025.02169337
0.5423,2025.34086733,2025.34086733
0.5424,2025.66002233,2025.66002233
0.5425,2025.97915835,2025.97915835
0.5426,2026.2982754,2026.2982754
0.5427,2026.61737348,2026.61737348
0.5428,2026.93645259,2026.93645259
0.5429,2027.25551273,2027.25551273
0.543,2027.5745539,2027.5745539
0.5431,2027.8935761,2027.8935761
0.5432,2028.21257934,2028.21257934
0.5433,2028.53156361,2028.53156361
0.5434,2028.85052892,2028.85052892
0.5435,2029.16947527,2029.16947527
0.5436,2029.48840265,2029.48840265
0.5437,2029.80731107,2029.80731107
0.5438,2030.12620053,2030.12620053
0.5439,2030.44507104,2030.44507104
0.544,2030.76392258,2030.76392258
0.5441,2031.08275516,2031.08275516
0.5442,2031.40156879,2031.40156879
0.5443,2031.72036346,2031.72036346
0.5444,2032.03913918,2032.03913918
0.5445,2032.35789594,2032.35789594
0.5446,2032.67663375,2032.67663375
0.5447,2032.99535261,2032.99535261
0.5448,2033.31405251,2033.31405251
0.5449,2033.63273347,2033.63273347
0.545,2033.95139548,2033.95139548
0.5451,2034.27003853,2034.27003853
0.5452,2034.58866264,2034.58866264
0.5453,2034.90726781,2034.90726781
0.5454,2035.22585402,2035.22585402
0.5455,2035.5444213,2035.5444213
0.5456,2035.86296962,2035.86296962
0.5457,2036.18149901,2036.18149901
0.5458,2036.50000945,2036.50000945
0.5459,2036.81850095,2036.81850095
0.546,2037.13697352,2037.13697352
0.5461,2037.45542714,2037.45542714
0.5462,2037.77386182,2037.77386182
0.5463,2038.09227757,2038.09227757
0.5464,2038.41067438,2038.41067438
0.5465,2038.72905226,2038.72905226
0.5466,2039.0474112,2039.0474112
0.5467,2039.3657512,2039.3657512
0.5468,2039.68407228,2039.68407228
0.5469,2040.00237442,2040.00237442
0.547,2040.32065763,2040.32065763
0.5471,2040.63892191,2040.63892191
0.5472,2040.95716726,2040.95716726
0.5473,2041.27539369,2041.27539369
0.5474,2041.59360118,2041.59360118
0.5475,2041.91178975,2041.91178975
0.5476,2042.2299594,2042.2299594
0.5477,2042.54811012,2042.54811012
0.5478,2042.86624192,2042.86624192
0.5479,2043.18435479,2043.18435479
0.548,2043.50244875,2043.50244875
0.5481,2043.82052378,2043.82052378
0.5482,2044.13857989,2044.13857989
0.5483,2044.45661709,2044.45661709
0.5484,2044.77463536,2044.77463536
0.5485,2045.09263472,2045.09263472
0.5486,2045.41061516,2045.41061516
0.5487,2045.72857669,2045.72857669
0.5488,2046.04651931,2046.04651931
0.5489,2046.36444301,2046.36444301
0.549,2046.68234779,2046.68234779
0.5491,2047.00023367,2047.00023367
0.5492,2047.31810064,2047.31810064
0.5493,2047.63594869,2047.63594869
0.5494,2047.95377784,2047.95377784
0.5495,2048.27158808,2048.27158808
0.5496,2048.58937942,2048.58937942
0.5497,2048.90715185,2048.90715185
0.5498,2049.22490537,2049.22490537
0.5499,2049.54263999,2049.54263999
0.55,2049.86035571,2049.86035571
0.5501,2050.17805252,2050.17805252
0.5502,2050.49573044,2050.49573044
0.5503,2050.81338945,2050.81338945
0.5504,2051.13102956,2051.13102956
0.5505,2051.44865078,2051.44865078
0.5506,2051.7662531,2051.7662531
0.5507,2052.08383652,2052.08383652
0.5508,2052.40140105,2052.40140105
0.5509,2052.71894668,2052.71894668
0.551,2053.03647342,2053.03647342
0.5511,2053.35398127,2053.35398127
0.5512,2053.67147022,2053.67147022
0.5513,2053.98894028,2053.98894028
0.5514,2054.30639146,2054.30639146
0.5515,2054.62382374,2054.62382374
0.5516,2054.94123714,2054.94123714
0.5517,2055.25863165,2055.25863165
0.5518,2055.57600727,2055.57600727
0.5519,2055.89336401,2055.89336401
0.552,2056.21070187,2056.21070187
0.5521,2056.52802084,2056.52802084
0.5522,2056.84532093,2056.84532093
0.5523,2057.16260214,2057.16260214
0.5524,2057.47986446,2057.47986446
0.5525,2057.79710791,2057.79710791
0.5526,2058.11433248,2058.11433248
0.5527,2058.43153817,2058.43153817
0.5528,2058.74872498,2058.74872498
0.5529,2059.06589292,2059.06589292
0.553,2059.38304199,2059.38304199
0.5531,2059.70017218,2059.70017218
0.5532,2060.01728349,2060.01728349
0.5533,2060.33437594,2060.33437594
0.5534,2060.65144951,2060.65144951
0.5535,2060.96850422,2060.96850422
0.5536,2061.28554005,2061.28554005
0.5537,2061.60255702,2061.60255702
0.5538,2061.91955512,2061.91955512
0.5539,2062.23653435,2062.23653435
0.554,2062.55349472,2062.55349472
0.5541,2062.87043622,2062.87043622
0.5542,2063.18735886,2063.18735886
0.5543,2063.50426264,2063.50426264
0.5544,2063.82114755,2063.82114755
0.5545,2064.1380136,2064.1380136
0.5546,2064.4548608,2064.4548608
0.5547,2064.77168913,2064.77168913
0.5548,2065.08849861,2065.08849861
0.5549,2065.40528923,2065.40528923
0.555,2065.722061,2065.722061
0.5551,2066.03881391,2066.03881391
0.5552,2066.35554796,2066.35554796
0.5553,2066.67226316,2066.67226316
0.5554,2066.98895951,2066.98895951
0.5555,2067.30563701,2067.30563701
0.5556,2067.62229566,2067.62229566
0.5557,2067.93893546,2067.93893546
0.5558,2068.25555641,2068.25555641
0.5559,2068.57215851,2068.57215851
0.556,2068.88874177,2068.88874177
0.5561,2069.20530618,2069.20530618
0.5562,2069.52185174,2069.52185174
0.5563,2069.83837847,2069.83837847
0.5564,2070.15488634,2070.15488634
0.5565,2070.47137538,2070.47137538
0.5566,2070.78784558,2070.78784558
0.5567,2071.10429693,2071.10429693
0.5568,2071.42072945,2071.42072945
0.5569,2071.73714313,2071.73714313
0.557,2072.05353797,2072.05353797
0.5571,2072.36991398,2072.36991398
0.5572,2072.68627115,2072.68627115
0.5573,2073.00260948,2073.00260948
0.5574,2073.31892899,2073.31892899
0.5575,2073.63522966,2073.63522966
0.5576,2073.9515115,2073.9515115
0.5577,2074.2677745,2074.2677745
0.5578,2074.58401868,2074.58401868
0.5579,2074.90024403,2074.90024403
0.558,2075.21645056,2075.21645056
0.5581,2075.53263825,2075.53263825
0.5582,2075.84880712,2075.84880712
0.5583,2076.16495717,2076.16495717
0.5584,2076.48108839,2076.48108839
0.5585,2076.79720078,2076.79720078
0.5586,2077.11329436,2077.11329436
0.5587,2077.42936911,2077.42936911
0.5588,2077.74542505,2077.74542505
0.5589,2078.06146216,2078.06146216
0.559,2078.37748046,2078.37748046
0.5591,2078.69347994,2078.69347994
0.5592,2079.0094606,2079.0094606
0.5593,2079.32542245,2079.32542245
0.5594,2079.64136549,2079.64136549
0.5595,2079.95728971,2079.95728971
0.5596,2080.27319511,2080.27319511
0.5597,2080.58908171,2080.58908171
0.5598,2080.90494949,2080.90494949
0.5599,2081.22079847,2081.22079847
0.56,2081.53662864,2081.53662864
0.5601,2081.85244,2081.85244
0.5602,2082.16823255,2082.16823255
0.5603,2082.48400629,2082.48400629
0.5604,2082.79976124,2082.79976124
0.5605,2083.11549737,2083.11549737
0.5606,2083.43121471,2083.43121471
0.5607,2083.74691324,2083.74691324
0.5608,2084.06259297,2084.06259297
0.5609,2084.3782539,2084.3782539
0.561,2084.69389603,2084.69389603
0.5611,2085.00951936,2085.00951936
0.5612,2085.3251239,2085.3251239
0.5613,2085.64070964,2085.64070964
0.5614,2085.95627658,2085.95627658
0.5615,2086.27182473,2086.27182473
0.5616,2086.58735409,2086.58735409
0.5617,2086.90286465,2086.90286465
0.5618,2087.21835642,2087.21835642
0.5619,2087.5338294,2087.5338294
0.562,2087.84928359,2087.84928359
0.5621,2088.164719,2088.164719
0.5622,2088.48013561,2088.48013561
0.5623,2088.79553344,2088.79553344
0.5624,2089.11091248,2089.11091248
0.5625,2089.42627273,2089.42627273
0.5626,2089.74161421,2089.74161421
0.5627,2090.0569369,2090.0569369
0.5628,2090.3722408,2090.3722408
0.5629,2090.68752593,2090.68752593
0.563,2091.00279227,2091.00279227
0.5631,2091.31803984,2091.31803984
0.5632,2091.63326863,2091.63326863
0.5633,2091.94847864,2091.94847864
0.5634,2092.26366987,2092.26366987
0.5635,2092.57884233,2092.57884233
0.5636,2092.89399602,2092.89399602
0.5637,2093.20913093,2093.20913093
0.5638,2093.52424706,2093.52424706
0.5639,2093.83934443,2093.83934443
0.564,2094.15442303,2094.15442303
0.5641,2094.46948285,2094.46948285
0.5642,2094.78452391,2094.78452391
0.5643,2095.0995462,2095.0995462
0.5644,2095.41454972,2095.41454972
0.5645,2095.72953448,2095.72953448
0.5646,2096.04450047,2096.04450047
0.5647,2096.3594477,2096.3594477
0.5648,2096.67437616,2096.67437616
0.5649,2096.98928586,2096.98928586
0.565,2097.3041768,2097.3041768
0.5651,2097.61904898,2097.61904898
0.5652,2097.93390241,2097.93390241
0.5653,2098.24873707,2098.24873707
0.5654,2098.56355297,2098.56355297
0.5655,2098.87835012,2098.87835012
0.5656,2099.19312852,2099.19312852
0.5657,2099.50788816,2099.50788816
0.5658,2099.82262904,2099.82262904
0.5659,2100.13735118,2100.13735118
0.566,2100.45205456,2100.45205456
0.5661,2100.76673919,2100.76673919
0.5662,2101.08140507,2101.08140507
0.5663,2101.39605221,2101.39605221
0.5664,2101.71068059,2101.71068059
0.5665,2102.02529023,2102.02529023
0.5666,2102.33988112,2102.33988112
0.5667,2102.65445327,2102.65445327
0.5668,2102.96900667,2102.96900667
0.5669,2103.28354133,2103.28354133
0.567,2103.59805725,2103.59805725
0.5671,2103.91255443,2103.91255443
0.5672,2104.22703287,2104.22703287
0.5673,2104.54149257,2104.54149257
0.5674,2104.85593353,2104.85593353
0.5675,2105.17035575,2105.17035575
0.5676,2105.48475924,2105.48475924
0.5677,2105.79914399,2105.79914399
0.5678,2106.11351,2106.11351
0.5679,2106.42785729,2106.42785729
